1053675;1B001758000HF;(*) BAULETTO ANTERIORE;10.000;10.000;10.000;1.201;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053676;1B003620000MD;(*) BAULETTO ANTERIORE;10.000;10.000;10.000;1.347;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20898;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053677;1B003620000DE;(*) BAULETTO ANTERIORE;10.000;10.000;10.000;1.347;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053678;1B003620000R7;(*) BAULETTO ANTERIORE;10.000;10.000;10.000;1.347;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20898;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053679;1B00362000090;(*) BAULETTO ANTERIORE;10.000;10.000;10.000;1.300;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053680;1B003620000BR;(*) BAULETTO ANTERIORE;10.000;10.000;10.000;1.360;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053681;1B003620000L5;(*) BAULETTO ANTERIORE;10.000;10.000;10.000;1.380;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053682;1B003620000DQ;(*) BAULETTO ANTERIORE;10.000;10.000;10.000;1.360;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20900;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053683;658553;(*) CAPPOTTA ANTERIORE FISSA;10.000;10.000;10.000;0.850;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20901;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053684;JC13700X94000;(*) CASSA FILTRO COMPL.;10.000;10.000;10.000;1.520;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053685;859753;(*) CATENA CPL.MAGLIA DI GIUNZIONE;10.000;10.000;10.000;2.165;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20901;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053686;1C002747;(*) CENTRALINA  ABS (FILLED);10.000;10.000;10.000;0.850;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20899;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053687;B007617;(*) CENTRALINA P.ELETTRICO;10.000;10.000;10.000;1.160;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053688;B064277;(*) COMMUTATORE BLOCCASTERZO;10.000;10.000;10.000;0.300;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053689;B004042;(*) CUSCINO POSTERIORE;10.000;10.000;10.000;3.600;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053690;1D001466;(*) DEVIATORE E/O AVV.ACUS;10.000;10.000;10.000;0.350;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20898;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053691;981156;(*) FODERO DX;10.000;10.000;10.000;1.354;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053692;896553;(*) GR. TUBONE D50;10.000;10.000;10.000;0.100;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053693;896528;(*) GRUPPO TUBO IDRAULICO;10.000;10.000;10.000;1.685;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053694;612372;(*) PARETE VASSOIO;10.000;10.000;10.000;1.450;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053695;1E000969;(*) POMPA FRENO COMPLETA;10.000;10.000;10.000;3.200;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20899;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053696;856032;(*) POMPANTE SX CPL.;10.000;10.000;10.000;0.400;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053697;1D000483;(*) PROIETTORE COMPLETO;10.000;10.000;10.000;0.500;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20898;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053698;611973;(*) RIPARO BATTER.ANT.;10.000;10.000;10.000;1.714;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053699;658532;(*) RIVESTIMENTO PORTA ANTERIORE DX;10.000;10.000;10.000;0.200;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20901;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053700;1B000933;(*) SELLA COMPLETA;10.000;10.000;10.000;3.350;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053701;675327;(*) SELLA COMPLETA;10.000;10.000;10.000;3.400;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053702;675213;(*) SELLA COMPLETA;10.000;10.000;10.000;2.550;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053703;673676;(*) SELLA COMPLETA;10.000;10.000;10.000;4.350;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053704;67510500C1;(*) SELLA COMPLETA;10.000;10.000;10.000;3.250;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053705;673274;(*) SELLA COMPLETA;10.000;10.000;10.000;3.560;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053706;67327600C1;(*) SELLA COMPLETA;10.000;10.000;10.000;2.910;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20900;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053707;67329500C1;(*) SELLA COMPLETA;10.000;10.000;10.000;2.550;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053708;1B000155000C1;(*) SELLA COMPLETA;10.000;10.000;10.000;4.550;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053709;1B000209000C1;(*) SELLA COMPLETA;10.000;10.000;10.000;3.860;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20898;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053710;67335500C2;(*) SELLA COMPLETA;10.000;10.000;10.000;4.550;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053711;673921;(*) SELLA COMPLETA "PX 150°ANNIVERSARIO";10.000;10.000;10.000;3.250;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20900;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053712;89533700A1;(*) SELLA CPL. NERO 991;10.000;10.000;10.000;2.000;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20901;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053713;679184;(*) SELLA DERBI SPORT VARIANT;10.000;10.000;10.000;1.500;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053714;896515;(*) SELLA PASSEGGERO CPL. ROSSO-CARBONIO;10.000;10.000;10.000;0.600;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053715;896542;(*) SELLA PASSEGGERO ROSSO CON INS. NERO;10.000;10.000;10.000;0.600;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053716;AP8269369;(*) SEMICODONE DX V.ROSSO FLUO C/DEC.'11;10.000;10.000;10.000;0.005;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053717;AP8269371;(*) SOTTOPIANALE ROSSO C/DEC'11;10.000;10.000;10.000;0.150;0;0;0;1.000;PLASTICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053718;CM1828135;(*) SPECCHIO RETR. DX;10.000;10.000;10.000;0.450;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053719;896584;(*) STELO + PORTARUOTA DX;10.000;10.000;10.000;1.650;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053720;856039;(*) STELO + PORTARUOTA SX CPL.;10.000;10.000;10.000;1.800;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053721;981155;(*) STELO SX;10.000;10.000;10.000;1.300;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053722;981096;(*) STELO SX DIAM 45;10.000;10.000;10.000;5.000;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053723;887320;(*)*GR.ASTA CPL D45 F/A;10.000;10.000;10.000;6.650;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053724;887319;(*)*GR.ASTA CPL D45 F/R;10.000;10.000;10.000;6.650;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20901;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053725;886675;(*)AMMORTIZZATORE REGOLABILE;10.000;10.000;10.000;2.000;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053726;857193;(*)ANELLO DI SICUREZZA D=21 DIN 471;10.000;10.000;10.000;0.004;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053727;886711;(*)ASS. MOZZO POST V7 COMPL CUSC. BOCC;10.000;10.000;10.000;3.000;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20901;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053728;8572555;(*)ASSIEME ALBERO MOTORE X RIC.;10.000;10.000;10.000;6.050;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20901;ev://attribute/u1b0y2018p20909;1;1946;NULL
1053729;897338;(*)CANNA + PIEDINO;10.000;10.000;10.000;1.766;0;0;0;1.000;MECCANICHE;0;ev://rotationclass/u1b0y2018p20897;ev://attribute/u1b0y2018p20909;1;1946;NULL
